Name,Functional Group,Default
Favia leptophylla,Hard coral,FAVL
Favia Massive,Hard coral,FavMa
Favia Sub-massive,Hard coral,FavSM
Favidae-Mussidae massive/meandroid,Hard coral,FAV-MUS
Favidae-Mussidae massive/meandroid Bleached,Hard coral,FAV-MUS-B*
Faviidae,Hard coral,Faviidae
Faviidae Siderastreidae,Hard coral,FAV_SID
Faviid - Unidentified,Hard coral,FAV-U
Favites,Hard coral,Favites
Favites abdita,Hard coral,FavAbd
Favites acuticollis,Hard coral,FavAcu
Favites complanata,Hard coral,FavCom
Favites_encrusting,Hard coral,faienc
Favites flexuosa,Hard coral,FavFlex
Favites halicora,Hard coral,FavHal
Favites (massive),Hard coral,Fav_mass
Favites_massive,Hard coral,faimas
Favites micropentagonus,Hard coral,FavMic
Favites pentagona,Hard coral,FavPent
Favites Sub-massive,Hard coral,FaviSM
Fire Coral 1,Hard coral,FCor
Focal Coral Colony,Hard coral,FCC
Fungia,Hard coral,Fungia
Fungia fungites,Hard coral,Fung_fung
Fungiidae,Hard coral,FUNGIID
Fungiidae_massive,Hard coral,funmas
Fused Branching Acropora,Hard coral,Fus_Acr_Br
Galaxea,Hard coral,Galaxea
Galaxea_encrusting,Hard coral,galenc
Galaxea fascicularis,Hard coral,GalFasc
Galaxea_massive,Hard coral,galmas
Gardineroseris,Hard coral,Gardineros
Gardineroseris planulata,Hard coral,GaPlan
Goniastrea,Hard coral,Goniastrea
Goniastrea edwardsi,Hard coral,GonEd
Goniastrea edwardsi_retiformis,Hard coral,Gon_e_r
Goniastrea_encrusting,Hard coral,gonenc
Goniastrea_massive,Hard coral,gonmas
Goniastrea stelligera,Hard coral,GonStell
Goniastrea Sub-Massive,Hard coral,GonSub
Goniopora,Hard coral,Goniopora
Goniopora_columnar,Hard coral,gnicol
Goniopora_encrusting,Hard coral,gnienc
Goniopora lobata,Hard coral,GonioLob
Goniopora_massive,Hard coral,gnimas
Gonistrea pectinata,Hard coral,GOSpe
Gustavia,Hard coral,GUS
Gyrosmilia,Hard coral,Gyr
Halomitra,Hard coral,Hal
Hard coral,Hard coral,HC
Hard Coral (arborescent),Hard coral,HC_arb
Hard Coral (branching),Hard coral,C_branch
Hard coral broken,Hard coral,HC_broke
Hard Coral (bushy),Hard coral,HC_bushy
Hard Coral (columnar),Hard coral,HC_column
Hard Coral Corymbose,Hard coral,HcC
Hard Coral Coverage,Hard coral,HC_Sclerac
Hard Coral Digitate,Hard coral,HcD
Hard Coral (encrusting),Hard coral,HC_encr
Hard Coral (foliose),Hard coral,HC_fol
Hard coral:foliose broken,Hard coral,HC_F_broke
Hard Coral (free-living),Hard coral,HC_free
Hard Coral: Hispidose,Hard coral,HISP
Hard Coral (massive),Hard coral,HC_massive
Hard Coral plate,Hard coral,HCP
Hard Coral Solitary,Hard coral,HcSo
Hard Coral (submassive),Hard coral,HC_submass
Hard Coral Tabulate,Hard coral,HcT
Hard Coral: Tabulate: Dissected,Hard coral,CTAB_D
Hard Coral: Tabulate: Fused,Hard coral,CTAB_F
Harry Rabin,Hard coral,BRNR
HC_BRA,Hard coral,HC_BRA
HC_BRA_ACRO,Hard coral,HC_BRA_ACR
HC_BRA_ACRO_B,Hard coral,BR_ACRO_B
HC_COR,Hard coral,HC_COR
HC_ENC,Hard coral,HC_ENC
HC_LAM_TURB,Hard coral,HC_LAM_TUR
HC_MAS,Hard coral,HC_MAS
HC_SOL,Hard coral,HC_SOL
HC_SUB,Hard coral,HC_SUB
Hcucullata,Hard coral,HCUC
Heliofungia,Hard coral,HFUN
Heliopora coerulea,Hard coral,HelCoe
Helioseris cucullata,Hard coral,HeCuc
Helliopora,Hard coral,CHL**
Herpolitha,Hard coral,Herpo
Herpolitha limax,Hard coral,Her_lim
Heterocyathus,Hard coral,Heterocya
Heterocyathus aequicostatus,Hard coral,HetAeq
Heteropsammia cochlea,Hard coral,HeCoch
Homophyllia sp.,Hard coral,Homo
Horastrea,Hard coral,Horastrea
Hydnophora,Hard coral,Hydno
Hydnophora_arborecent,Hard coral,hydarb
Hydnophora Digitate,Hard coral,HydDi
Hydnophora_encrusting,Hard coral,hydenc
Hydnophora exesa,Hard coral,HyExe
Hydnophora massive,Hard coral,HydMa
Hydnophora_massive,Hard coral,hydmas
Hydnophora microconos,Hard coral,Hyd_mic
Hydnophora pilosa,Hard coral,HyPil
Hydnophora Plating,Hard coral,HydPla
Hydnophora rigida,Hard coral,HYDri
Hydnophora Submassive,Hard coral,HydSub
Isophyllia,Hard coral,Isophyllia
Isophyllia rigida,Hard coral,IsophRig
Isophyllia sinuosa,Hard coral,IsophSin
Isopora,Hard coral,Isopora
Isopora_arborescent,Hard coral,isparb
Isopora_column,Hard coral,ispcol
Isopora Columnar,Hard coral,IsoCol
Isopora_encrusting,Hard coral,ispenc
Isopora Encrusting,Hard coral,IsoEnc
Isopora Sub-Massive,Hard coral,IsoSM
KBayBleach2019,Hard coral,BlPCOM
"Leaf, Blade Coral",Hard coral,Corleaf
Leptastrea,Hard coral,Lepta
Leptastrea bewickensis,Hard coral,LEBEW
Leptastrea bottae,Hard coral,Lbott
Leptastrea_encrusting,Hard coral,letenc
Leptastrea_massive,Hard coral,letmas
Leptastrea purpurea,Hard coral,LPurp
Leptastrea purpurea algal overgrowth,Hard coral,Leppur AO
Leptastrea purpurea bleached,Hard coral,Leppur BL
Leptastrea purpurea tissue loss,Hard coral,Leppur TL
Leptastrea purpurea trematodiasis,Hard coral,Leppur TR
Leptastrea transversa,Hard coral,LeTran
"Leptastrea transversa, bleached",Hard coral,LTRA_BL
Leptopsammia pruvoti,Hard coral,LEP_PRU
Leptoria,Hard coral,Leptoria
Leptoria_massive,Hard coral,ltrmas
Leptoseris,Hard coral,Leptoseris
Leptoseris amitoriensis,Hard coral,Lami
Leptoseris Branching,Hard coral,LepBr
Leptoseris cailleti,Hard coral,LEPC
Leptoseris cucullata,Hard coral,LEPCU
Leptoseris_encrusting,Hard coral,lpsenc
Leptoseris Encrusting,Hard coral,LepEnc
Leptoseris_foliose,Hard coral,lpsfol
Leptoseris fragilis,Hard coral,Lfra
Leptoseris glabra,Hard coral,Lgla
Leptoseris hawaiiensis,Hard coral,LEPH
Leptoseris incrustans,Hard coral,L.incrus
Leptoseris plating/encrusting,Hard coral,LEP-PE
Leptoseris yabei,Hard coral,Lyabei
Lettuce Coral,Hard coral,LETT
LHI,Hard coral,Pdam fluo
Lithophyllon,Hard coral,Litho
Lithophyllon_,Hard coral,Lithoph
Lithophyllon_encrusting,Hard coral,litenc
Lithophyllon_foliose,Hard coral,litfol
Live,Hard coral,Live
Live Coral,Hard coral,LICO
Lobactis,Hard coral,Lobac
Lobactis_massive,Hard coral,lbamas
Lobactis scutaria,Hard coral,LobScut
Lobe coral-Algal overgrowth,Hard coral,LobAlgae
Lobe coral-Bleached,Hard coral,LobBleach
Lobe coral-Healthy,Hard coral,LobHealthy
Lobe coral-Tissue loss,Hard coral,LobTissueL
Lobe coral-Trematodiasis,Hard coral,LobPimple
Lobophyllia,Hard coral,Lobophyl
Lobophyllia corymbosa,Hard coral,Lob_cor
Lobophyllia hemprichii,Hard coral,LoboHemp
Lobophyllia_massive,Hard coral,lobmas
Lobophyllia radians,Hard coral,SYMra
Lobophyllia recta,Hard coral,SYMre
Lobophyllia(Symphyllia) agaricia,Hard coral,SYMag
Lophelia pertusa,Hard coral,LophPer
Madracis,Hard coral,Madracis
Madracis auretenra,Hard coral,MadAure
Madracis carmabi,Hard coral,MadCarm
Madracis decactis,Hard coral,MadDeca
Madracis formosa,Hard coral,MadForm
Madracis kirbyi,Hard coral,MadKirb
Madracis mirabilis,Hard coral,MAMI
Madracis pharensis,Hard coral,MadPhar
Madracis senaria,Hard coral,MadSen
Mangulosa,Hard coral,MANG
Manicina areolata,Hard coral,MAA
M Annularis complex,Hard coral,MACom
Mareolata,Hard coral,MARE
MASE: Bleached,Hard coral,MASE_BLC
MASE: Large Rounded Polyps,Hard coral,MASE_LRG_O
MASE: Meandering Other,Hard coral,MASE_MEA_O
MASE: Other,Hard coral,MASE_OTH
MASE: Other Bleached,Hard coral,MASEoth-B*
MASE: Small or Invis Polyps,Hard coral,MASE_SML_O
Massive colonies with invisible polyps,Hard coral,MASE_INV
Massive colonies with visible polyps,Hard coral,MASE_VIS_O
Massive / Encrusting Coral,Hard coral,MASENC
"Massive, Submassive, Encrusting: Colonies of",Hard coral,MASE_VIS_I
"Massive, Submassive, Encrusting colonies of P",Hard coral,MASE_INV_P
Massive/SubMassive/Encrusting: Montipora,Hard coral,MASE_SM_Mo
Meandrina,Hard coral,MEAN
Meandrina braziliensis,Hard coral,MEBR
Meandrina jacksoni,Hard coral,MEANJ
Meandrina meandrites,Hard coral,MM
Meandroid (brain) corals,Hard coral,Brain
menj,Hard coral,1
menj 2,Hard coral,m2
Merulina,Hard coral,Merulina
Merulina ampliata,Hard coral,MERam
Merulina_encrusting,Hard coral,meuenc
Merulina_foliose,Hard coral,meufol
Merulinidae_encrusting,Hard coral,merenc
Merulinidae_massive,Hard coral,mermas
Micromussa,Hard coral,Mcmsa
Micromussa lordhowensis,Hard coral,Micro_lhi
Millepora alcicornis,Hard coral,MILA
Millepora_arborescent,Hard coral,milarb
Millepora braziliensis,Hard coral,MIBR
Millepora complanata,Hard coral,MILC
Millepora dead,Hard coral,MILDEAD
Millepora nitida,Hard coral,MINI
Millepora squarrosa 2,Hard coral,MSQU
Millepora tenera,Hard coral,MILte
Montastraea,Hard coral,Montastr
Montastraea cavernosa,Hard coral,MontaCav
Montastraea (encrusting),Hard coral,Monta_encr
Montastraea Sub-Massive,Hard coral,MonSM
Montastrea_massive,Hard coral,mtamas
Montipora,Hard coral,Monti
Montipora aequituberculata,Hard coral,MoAeq
Montipora (branching),Hard coral,Monti_br
Montipora cactus,Hard coral,MONca
Montipora capitata,Hard coral,MontiCap
Montipora capitata algal overgrowth,Hard coral,Moncap AO
Montipora capitata bleached,Hard coral,Moncap BL
Montipora capitata morpho 1,Hard coral,MON_Cap_pl
Montipora capitata morpho 2,Hard coral,MON_Cap_br
Montipora capitata paled,Hard coral,MCAP Pale
Montipora capitata tissue loss,Hard coral,Moncap TL
Montipora capitata trematodiasis,Hard coral,Moncap TR
Montipora danae,Hard coral,MontiDan
Montipora digitata,Hard coral,Mondig
Montipora efflorescens,Hard coral,Mon_eff
Montipora (encrusting),Hard coral,Monti_encr
Montipora_encrusting,Hard coral,monenc
Montipora Encrusting/Massive tuberculae,Hard coral,Monttub
Montipora flabellata,Hard coral,MontiFlab
Montipora flabellata algal overgrowth,Hard coral,Monfla AO
Montipora flabellata tissue loss,Hard coral,Monfla TL
Montipora flabellata trematodiasis,Hard coral,Monfla TR
Montipora (foliose),Hard coral,Monti_fol
Montipora_foliose,Hard coral,monfol
Montipora foveolata,Hard coral,MonFov
Montipora funnel corallites,Hard coral,Montfun
Montipora grisea,Hard coral,MONgr
Montipora hoffmeisteri,Hard coral,Mon_hof
Montipora incrassata,Hard coral,MON_Inc
Montipora informis,Hard coral,MoInfo
Montipora Laminar without Ridges,Hard coral,MontLam
Montipora Laminar with Ridges,Hard coral,MontLamR
Montipora_massive,Hard coral,monmas
Montipora meandrina,Hard coral,Mon_mea
Montipora millepora,Hard coral,MonMil
Montipora mollis,Hard coral,MONml
Montipora monasteriata,Hard coral,MONmo
Montipora Mounding,Hard coral,Mont Mound
Montipora Nonencrusting,Hard coral,MONE
Montipora patula,Hard coral,MontiPat
Montipora patula algal overgrowth,Hard coral,Monpat AO
Montipora patula bleached,Hard coral,Monpat BL
Montipora patula tissue loss,Hard coral,Monpat TL
Montipora patula trematodiasis,Hard coral,Monpat TR
Montipora Plating,Hard coral,MonPla
Montipora small corallites,Hard coral,Montsm
Montipora spongiosa,Hard coral,MontiSpon
Montipora stellata,Hard coral,MontiStel
Montipora studeri,Hard coral,M.studeri
Montipora submassive,Hard coral,Monti_subm
Montipora Sub-Massive,Hard coral,MontSubM
Montipora Tabulate,Hard coral,MontTbl
Montipora turgescens,Hard coral,Mon_tur
Montipora undata,Hard coral,MONun
Montipora venosa,Hard coral,MonVen
Montipora verrucosa,Hard coral,MONve
Montipora with verrucae,Hard coral,Montver
Montipota other,Hard coral,MON_OTH
Moseleya,Hard coral,Mos
Mr Webb,Hard coral,Webb
Mushroom coral-Healthy,Hard coral,MushHealth
Mussa angulosa,Hard coral,MUSANG
Mussidae,Hard coral,Muss
Mussismilia braziliensis,Hard coral,MuBr
Mussismilia harttii,Hard coral,MuHa
Mussismilia hispida,Hard coral,MuHi
Mussismilia leptophylla,Hard coral,MULE
Mycedium,Hard coral,Myc
Mycedium_encrusting,Hard coral,mycenc
Mycedium_foliose,Hard coral,mycfol
Mycedium plating,Hard coral,MYC-PLA
Mycetophyllia,Hard coral,Mycetophy
Mycetophyllia aliciae,Hard coral,MycetAli
Mycetophyllia danaana,Hard coral,MycetDan
Mycetophyllia ferox,Hard coral,MycetFer
Mycetophyllia lamarckana,Hard coral,MycetLam
No Bleaching,Hard coral,NBle
No bleaching branching,Hard coral,NBlB
No bleaching Encrusting,Hard coral,NBE
No bleaching Massive,Hard coral,NBlM
No Bleaching Other Corals,Hard coral,NBlOC
No dead coral,Hard coral,no_dead
No Disease,Hard coral,NODZ
No live coral,Hard coral,no_live
Non-Acropora branching,Hard coral,NonAcBr
Non-Acropora (Digitate),Hard coral,NonAcDig
Non-Acropora encrusting,Hard coral,NonAcEnc
Non-Acropora foliose,Hard coral,NonAcF
Non-Acropora massive,Hard coral,NonAcM
Non-Acropora submassive,Hard coral,NonAcSub
Non-Scleractinian Hard Corals,Hard coral,NS
O2_HardCoral,Hard coral,O2HC
Ocomplex bleached,Hard coral,OCOM-BL
Oculina,Hard coral,Oculina
Oculina arbuscula,Hard coral,OcuArb
Oculina diffusa,Hard coral,OCD
Oculina patagonica,Hard coral,OcuPat
Oculina robusta,Hard coral,Orob
Odiffusa,Hard coral,ODIF
Old dead Acropora (branching),Hard coral,OD_openacr
Old dead closed Acropora,Hard coral,OD_clacro
Old dead coral (encrusting),Hard coral,ODencr
Old dead tabular Acropora,Hard coral,OD_tabacr
Orange encrusting bryozoan 3,Hard coral,BROR3
Orbicella,Hard coral,Orbicella
Orbicella annularis,Hard coral,OrbAnn
Orbicella faveolata,Hard coral,OrbFav
Orbicella franksi,Hard coral,OrbFrank
Other coral or algae,Hard coral,OthCor
Other hard coral,Hard coral,OTH-HC
Other Hard Coral Bleached (white),Hard coral,OTH-HC-B*
Other scleractinians,Hard coral,HC_other
Oulophyllia,Hard coral,Ouloph
Oulophyllia crispa,Hard coral,Oul_cri
Oulophyllia_encrusting,Hard coral,oulenc
Oulophyllia_massive,Hard coral,oulmas
Out-planted colony,Hard coral,Planted
Oxypora,Hard coral,Oxyp
Oxypora_encrusting,Hard coral,oxyenc
Oxypora_foliose,Hard coral,oxyfol
Oxypora_massive,Hard coral,oxymas
Pachyseris,Hard coral,Pachyseris
Pachyseris_encrusting,Hard coral,pacenc
Pachyseris_foliose,Hard coral,pacfol
Pachyseris plating,Hard coral,PAC-PLA
Pachyseris speciosa,Hard coral,PACsp
Paled massive/submassive,Hard coral,P_lobe
Pale foliose,Hard coral,pale_fol
Pale Other Acropora,Hard coral,POAcro
Palythoa sp,Hard coral,Paly
Paracyathus,Hard coral,Paracya
Paracyathus pulchellus_Phyllangia americana,Hard coral,CUP
Paracyathus stokesi,Hard coral,PaSto
Paragoniastrea australensis,Hard coral,Para_austr
Paragoniastrea russelli,Hard coral,ParagRus
Paramontastraea peresi,Hard coral,ParamPer
Paramontastraea salebrosa,Hard coral,PSal
Partial Bleaching,Hard coral,PBle
Partial Bleaching Branching,Hard coral,PBB
Partial Bleaching Encrusting,Hard coral,PBE
Partial Bleaching Massive,Hard coral,PBM
Partial Bleaching Other Corals,Hard coral,PBlOC
Partially bleached Branching,Hard coral,PBlB
Partially Bleached Coral,Hard coral,ParBl
Partially bleached massive,Hard coral,PBlM
Pavona,Hard coral,Pavona
Pavona cactus,Hard coral,PavCac
Pavona clavus,Hard coral,PavClav
Pavona (columnar),Hard coral,Pav_col
Pavona_columnar,Hard coral,pavcol
Pavona decussata,Hard coral,PavDec
Pavona decussata_divaricata_frondifera,Hard coral,Pav_d_d_f
Pavona duerdeni,Hard coral,PavDue
Pavona encrusting,Hard coral,Pav-encr
Pavona_encrusting,Hard coral,pavenc
Pavona explanulata,Hard coral,PavExp
Pavona_foliose,Hard coral,pavfol
Pavona maldivensis,Hard coral,PavMal
Pavona maldivensis bleached,Hard coral,PMAL_BL
Pavona_massive,Hard coral,pavmas
Pavona massive/encrusting,Hard coral,PAV-ME
Pavona (submassive),Hard coral,Pav_sub
Pavona varians,Hard coral,PavVar
Pavona varians algal overgrowth,Hard coral,Pavvar AO
Pavona varians bleached,Hard coral,Pavvar BL
Pavona varians tissue loss,Hard coral,Pavvar TL
Pavona varians trematodiasis,Hard coral,Pavvar TR
Pavona varians_venosa,Hard coral,Pav_v_v
Pavona venosa,Hard coral,PavVen
P. duerdeni,Hard coral,PAV_Due
Pectinia,Hard coral,PEC
Pectiniid - Unidentified Plating,Hard coral,PEC-UP
Phyllangia americana,Hard coral,Phymerica
Phyllangia mouchezii,Hard coral,phyl
Phymastrea,Hard coral,Phyma
Physogyra,Hard coral,Phys
Pigmented Montipora capitata,Hard coral,MCAP_Pig
Pigmented Porites Compressa,Hard coral,PCOM_Pig
Plating Coral,Hard coral,PLATEC
Platygyra,Hard coral,Platy
Platygyra 1,Hard coral,Plat1
Platygyra 2,Hard coral,Plat2
Platygyra crosslandi,Hard coral,PlCross
Platygyra daedalea,Hard coral,PlDaed
Platygyra_encrusting,Hard coral,plaenc
Platygyra Encrusting,Hard coral,PlatEnc
Platygyra lamellina,Hard coral,PlLam
Platygyra_massive,Hard coral,plamas
Platygyra Massive,Hard coral,PlatMa
Platygyra pini,Hard coral,PLApi
Platygyra ryukyuensis 1,Hard coral,Pryu
Platygyra sinensis,Hard coral,PlSinen
Platygyra Sub-Massive,Hard coral,PlatSM
Plerogyra,Hard coral,Plero
Plesiastrea,Hard coral,Plesiastr
Plesiastrea versipora,Hard coral,PlesVers
Pleuractis,Hard coral,Pleur
Pleuractis_massive,Hard coral,plemas
Pocillopora,Hard coral,Pocill
Pocillopora aliciae,Hard coral,PocAli
Pocillopora ank_dan_ele_mea_set_ver,Hard coral,Poc_ademsv
Pocillopora (branching),Hard coral,Poc_bran
Pocillopora_bushy,Hard coral,pocbus
Pocillopora cauliflower,Hard coral,POCI_CAU
Pocillopora damicornis,Hard coral,PocDam
Pocillopora eydouxi_woodjonesi,Hard coral,Poc_e_w
Pocillopora grandis (eydouxi),Hard coral,PocGran
Pocillopora ligulata,Hard coral,PocLig
Pocillopora meandrina,Hard coral,PocMea
Pocillopora meandrina algal overgrowth,Hard coral,Pocmea AO
Pocillopora meandrina tissue loss,Hard coral,Pocmea TL
Pocillopora meandrina trematodiasis,Hard coral,Pocmea TR
Pocillopora (pale),Hard coral,PPoc
Pocillopora verrucosa,Hard coral,PocVer
Pocilloporidae,Hard coral,POCIL
Pocilloporidae Bleached (white),Hard coral,POCI-B*
Podabacia,Hard coral,Podbac
Podabacia_encrusting,Hard coral,podenc
Podabacia_foliose,Hard coral,podfol
Polycyathus margondoni,Hard coral,PoMar
Polyphillia,Hard coral,Polyph
POLYPHYLLIA,Hard coral,POLPHIL
Polyphyllia_massive,Hard coral,polmas
Porites,Hard coral,Porites
Porites annae,Hard coral,Por_ann
Porites arnaudi,Hard coral,Por_arn
Porites asteroides orange,Hard coral,Ast_orange
Porites astreoides,Hard coral,PorAstr
Porites attenuata,Hard coral,Por_att
Porites bernardi,Hard coral,P. bern
Porites (branching),Hard coral,Por_branch
Porites branneri,Hard coral,PorBran
Porites brighami,Hard coral,PorBrig
Porites brighami algal overgrowth,Hard coral,Porbri AO
Porites brighami bleached,Hard coral,Porbri BL
Porites brighami tissue loss,Hard coral,Porbri TL
Porites brighami trematodiasis,Hard coral,Porbri TR
Porites colonensis,Hard coral,PORCOL
Porites columna,Hard coral,P_col
Porites_columnar,Hard coral,potcol
Porites compressa,Hard coral,PorComp
Porites compressa algal overgrowth,Hard coral,Porcom AO
Porites compressa morpho 1 fingers,Hard coral,POR_Com_fi
Porites compressa morpho 2 fused branches,Hard coral,POR_Com_fu
Porites compressa paled,Hard coral,PCMP Pale
Porites compressa tissue loss,Hard coral,Porcom TL
Porites compressa trematodiasis,Hard coral,Porcom TR
Porites cylindrica,Hard coral,PorCyl
Porites digitiform,Hard coral,PDIG
Porites divaricata,Hard coral,PorDiv
Porites duerdeni,Hard coral,PDUER
Porites_encrusting,Hard coral,potenc
Porites encrusting-plates,Hard coral,POR_OTH_EP
Porites evermanni,Hard coral,PorEverm
Porites evermanni algal overgrowth,Hard coral,Poreve AO
Porites evermanni bleached,Hard coral,Poreve BL
Porites evermanni tissue loss,Hard coral,Poreve TL
Porites evermanni trematodiasis,Hard coral,Poreve TR
Porites_foliose,Hard coral,potfol
Porites furcata,Hard coral,PorFurc
Porites harrisoni,Hard coral,PorHar
Porites hawaiiensis,Hard coral,POHA
Porites heronensis,Hard coral,Por_her
Porites horizontalata_rus,Hard coral,Por_h_r
Porites irregularis,Hard coral,P. Irr
Porites lichen,Hard coral,PorLich
Porites lobata,Hard coral,PorLob
Porites lobata 1,Hard coral,Plob
Porites lobata algal overgrowth,Hard coral,Porlob AO
Porites lobata bleached,Hard coral,Porlob BL
Porites lobata healthy,Hard coral,PorlobH
Porites lobata tissue loss,Hard coral,Porlob TL
Porites lobata trematodiasis,Hard coral,Porlob TR
Porites lutea,Hard coral,PorLut
Porites lutea bleached,Hard coral,PLUT_BL
Porites (massive),Hard coral,Por_mass
Porites_massive,Hard coral,potmas
Porites monticulosa,Hard coral,PorMont
Porites monticulosa bleached,Hard coral,PMON_BL
Porites-mound,Hard coral,POR-M
Porites nigrescens,Hard coral,PORni
Porites nodifera,Hard coral,PoNod
Porites nodular branches,Hard coral,POR_NOD
Porites non-massive,Hard coral,PONM
Porites PLating,Hard coral,POR-PLA
Porites porites,Hard coral,PorPor
Porites rus,Hard coral,PorRus
Porites rus bleached,Hard coral,PRUS_BL
Porites solida,Hard coral,Por_sol
Porites Sub-Massive,Hard coral,PorSM
Porites superfusa,Hard coral,P-SUPER
Poritidae branching,Hard coral,POR-BRA
Poritidae branching Bleached (white),Hard coral,POR-BRA-B*
Poritidae encrusting,Hard coral,POR-ENC
Poritidae encrusting Bleached (white),Hard coral,POR-ENC-B*
Poritidae (massive),Hard coral,POR_mas
Poritidae plating,Hard coral,POR_PLA
Poritipora,Hard coral,Poritip
Pporites,Hard coral,PPOR
Psammocora,Hard coral,Psammo
Psammocora albopicta,Hard coral,PsamAlb
Psammocora_bushy,Hard coral,psabus
Psammocora_columnar,Hard coral,psacol
Psammocora contigua,Hard coral,PsamCon
Psammocora_encrusting,Hard coral,psaenc
Psammocora_massive,Hard coral,psamas
Psammocora nierstraszi,Hard coral,PsamNier
Psammocora profundacella,Hard coral,PsamProf
Psammocora stellata,Hard coral,PsamStell
Pseudodiploria,Hard coral,PSEU
Pseudodiploria bleached,Hard coral,PSEU-BL
Pseudodiploria clivosa,Hard coral,PseuCliv
Pseudodiploria strigosa,Hard coral,PseuStrig
Pseudosiderastrea,Hard coral,Pseudosid
Recent Dead Coral,Hard coral,RD_HC
Recently dead closed Acropora,Hard coral,RD_clacro
Recently Dead Foliose Coral,Hard coral,RDFoliose
Recently killed coral,Hard coral,RKC
recently partially dead Pocillopora,Hard coral,Poc_RPDead
Recovered,Hard coral,RECOV
Recruit,Hard coral,REC
Recruit 01,Hard coral,Rec01
Recruit 10,Hard coral,Rec10
Recruit 2,Hard coral,Rec2
Recruit 3,Hard coral,Rec3
Recruit 4,Hard coral,Rec4
Recruit 5,Hard coral,Rec5
Recruit 6,Hard coral,Rec6
Recruit 7,Hard coral,Rec7
Recruit 8,Hard coral,Rec8
Recruit 9,Hard coral,Rec9
RS-Coelastrea,Hard coral,Coelas
RS-Porites columnar,Hard coral,PoColumn
Sandalolitha,Hard coral,SANDALTH
Sandolitha,Hard coral,Sando
Sarcothelia edmonsonii,Hard coral,Sedmon
Scapophyllia,Hard coral,Scapophyll
Sclerophyllia maxima,Hard coral,ScMax
Scolymia,Hard coral,SCOL
Scolymia cubensis,Hard coral,SCOCUB
Scolymia lacera,Hard coral,SCOLA
Scolymia_massive,Hard coral,scomas
Scolymia wellsi,Hard coral,SCOW
Sediment buried coral,Hard coral,SedBCor
Seratiopora hystrix,Hard coral,Shys
